"","Date","Forecast"
"174",2014-06-23,4900.71214723096
"175",2014-06-24,5130.78737092721
"176",2014-06-25,5530.06628995596
"177",2014-06-26,5478.04094992166
"178",2014-06-27,5633.55336707677
"179",2014-06-28,5687.10542785281
"180",2014-06-29,5271.25617711997
"181",2014-06-30,5015.41208641743
"182",2014-07-01,5088.37515473222
"183",2014-07-02,5226.39694618128
"184",2014-07-03,5185.88047797571
"185",2014-07-04,5069.98511965629
"186",2014-07-05,5555.27962860431
"187",2014-07-06,5551.43633790092
"188",2014-07-07,5556.72379897611
"189",2014-07-08,5544.8993498187
"190",2014-07-09,5428.5498269787
"191",2014-07-10,5511.67494043089
"192",2014-07-11,5544.99051081313
"193",2014-07-12,5432.86965073897
"194",2014-07-13,5449.32214928622
"195",2014-07-14,5793.84305017641
"196",2014-07-15,6177.67699579262
"197",2014-07-16,6320.53664968432
"198",2014-07-17,6416.62755529896
"199",2014-07-18,6389.91361694098
"200",2014-07-19,6273.43139551223
"201",2014-07-20,6044.37960634672
"202",2014-07-21,5707.1196901023
"203",2014-07-22,5754.10205675121
"204",2014-07-23,5962.5764394391
"205",2014-07-24,5691.59870299973
"206",2014-07-25,5820.82393524899
"207",2014-07-26,6002.8107457835
"208",2014-07-27,5737.31614086784
"209",2014-07-28,5599.39344962203
"210",2014-07-29,5829.93022860551
"211",2014-07-30,6002.83865289324
"212",2014-07-31,6351.41830037041
"213",2014-08-01,6735.87088630685
"214",2014-08-02,6687.93205712298
"215",2014-08-03,6520.83322789217
"216",2014-08-04,6260.98749186341
"217",2014-08-05,6283.00830038026
"218",2014-08-06,6409.78476586023
"219",2014-08-07,6475.28507349429
"220",2014-08-08,6485.72185472989
"221",2014-08-09,6280.64032444466
"222",2014-08-10,5726.94914015812
"223",2014-08-11,5527.06033553061
"224",2014-08-12,5515.28288730507
"225",2014-08-13,5511.7699892699
"226",2014-08-14,5503.66909286817
"227",2014-08-15,5738.46906977489
"228",2014-08-16,5914.5981833848
"229",2014-08-17,5776.6084508534
"230",2014-08-18,5672.28004603538
"231",2014-08-19,5946.88386173758
"232",2014-08-20,5904.09300901033
"233",2014-08-21,5774.64555429712
"234",2014-08-22,5739.78287311608
"235",2014-08-23,5781.36745345982
"236",2014-08-24,5667.9646025827
"237",2014-08-25,5591.31981735758
"238",2014-08-26,5805.39326011127
"239",2014-08-27,5954.84815767745
"240",2014-08-28,5936.8278016116
"241",2014-08-29,5753.63107726192
"242",2014-08-30,5619.35498115044
"243",2014-08-31,5336.76793838793
"244",2014-09-01,4937.05646740808
"245",2014-09-02,4661.31684760601
"246",2014-09-03,4396.47371611181
"247",2014-09-04,4303.71186088332
"248",2014-09-05,4500.94429830516
"249",2014-09-06,4743.26767532345
"250",2014-09-07,4895.01252391338
"251",2014-09-08,4753.40102692419
"252",2014-09-09,4937.08667740356
"253",2014-09-10,5054.57459743996
"254",2014-09-11,5022.1827889742
"255",2014-09-12,5011.78812949389
"256",2014-09-13,4787.03423287084
"257",2014-09-14,4446.79492743178
"258",2014-09-15,4448.30823065194
"259",2014-09-16,4711.35101098914
"260",2014-09-17,4805.91845373172
"261",2014-09-18,4867.83589783268
"262",2014-09-19,4943.68490316413
"263",2014-09-20,5019.92511678308
"264",2014-09-21,4666.4978497003
"265",2014-09-22,4489.65885162061
"266",2014-09-23,4545.89715327407
"267",2014-09-24,4530.20181026083
"268",2014-09-25,4458.86818058015
"269",2014-09-26,4392.52390382937
"270",2014-09-27,4394.04004653533
"271",2014-09-28,4290.1685314588
"272",2014-09-29,4108.32239450721
"273",2014-09-30,4375.94694670932
"274",2014-10-01,4497.40428043257
"275",2014-10-02,4702.92622237456
"276",2014-10-03,4887.152661013
"277",2014-10-04,4989.46808713757
"278",2014-10-05,4761.55238711236
"279",2014-10-06,4465.05323564602
"280",2014-10-07,4484.93881298935
"281",2014-10-08,4516.80712278104
"282",2014-10-09,4561.63370248475
"283",2014-10-10,4563.25346834632
"284",2014-10-11,4636.85054237795
"285",2014-10-12,4502.90094600777
"286",2014-10-13,4473.26257373331
"287",2014-10-14,4608.37889947759
"288",2014-10-15,4667.85867689197
"289",2014-10-16,4691.94256920324
"290",2014-10-17,4651.4417472049
"291",2014-10-18,4641.30356689279
"292",2014-10-19,4566.54468199521
"293",2014-10-20,4464.92972732134
"294",2014-10-21,4549.99404163103
"295",2014-10-22,4616.70208295445
"296",2014-10-23,4801.64555926188
"297",2014-10-24,4929.39987259966
"298",2014-10-25,4910.34133239177
"299",2014-10-26,4748.9126262792
"300",2014-10-27,4605.29680236095
"301",2014-10-28,4718.83868514789
"302",2014-10-29,4753.06001056831
"303",2014-10-30,4659.03211187762
"304",2014-10-31,4636.70169969526
"305",2014-11-01,4684.586109194
"306",2014-11-02,4720.81798056066
"307",2014-11-03,4835.03298528065
"308",2014-11-04,4920.59076259775
"309",2014-11-05,4882.96437724714
"310",2014-11-06,4802.05333001338
"311",2014-11-07,4730.57010376249
"312",2014-11-08,4782.73440830862
"313",2014-11-09,4581.02711759647
"314",2014-11-10,4428.77396387798
"315",2014-11-11,4596.49213017789
"316",2014-11-12,4739.63204557556
"317",2014-11-13,4941.61917273944
"318",2014-11-14,4900.23812237419
"319",2014-11-15,4888.05764269796
"320",2014-11-16,4821.87184431557
"321",2014-11-17,4827.04927456677
"322",2014-11-18,4905.51195952803
"323",2014-11-19,5021.08376700619
"324",2014-11-20,4913.56122223622
"325",2014-11-21,4804.16324362722
"326",2014-11-22,4645.3775150725
"327",2014-11-23,4646.31474042337
"328",2014-11-24,4726.45513436586
"329",2014-11-25,4621.62998901153
"330",2014-11-26,4577.5084885301
"331",2014-11-27,4812.34617194193
"332",2014-11-28,4696.57326900166
"333",2014-11-29,4748.99204015837
"334",2014-11-30,4833.77207762949
"335",2014-12-01,4843.74124475539
"336",2014-12-02,5047.43420105771
"337",2014-12-03,5185.98109656594
"338",2014-12-04,5422.6993620417
"339",2014-12-05,5712.81676444862
"340",2014-12-06,6148.37741093489
"341",2014-12-07,5890.1907946756
"342",2014-12-08,5525.87601577902
"343",2014-12-09,5397.80624848639
"344",2014-12-10,5506.10386976773
"345",2014-12-11,5503.51683043963
"346",2014-12-12,5385.59187283783
"347",2014-12-13,5031.31607858304
"348",2014-12-14,4730.33634351311
"349",2014-12-15,4831.26593547917
"350",2014-12-16,4758.17311615669
"351",2014-12-17,4708.33922681483
"352",2014-12-18,4775.55199281882
"353",2014-12-19,4572.00295388662
"354",2014-12-20,4527.68030941129
"355",2014-12-21,4685.96041734681
"356",2014-12-22,4543.79002452402
"357",2014-12-23,4462.68636169603
"358",2014-12-24,4171.83390728203
"359",2014-12-25,4235.88096703081
"360",2014-12-26,4653.95767652615
"361",2014-12-27,4940.99156945597
"362",2014-12-28,4731.21254114314
"363",2014-12-29,4432.90500592122
"364",2014-12-30,4497.67305901716
"365",2014-12-31,4440.375
