Date,Forecast,Actual
12/5/11,,294.9572917
12/6/11,,277.3071875
12/7/11,,307.6075208
12/8/11,,309.4421458
12/9/11,,310.9261042
12/10/11,,300.5556667
12/11/11,,282.9794167
12/12/11,,310.6026667
12/13/11,,318.9309583
12/14/11,,309.1443542
12/15/11,,302.9845833
12/16/11,,296.0961396
12/17/11,,282.2613125
12/18/11,,271.6261042
12/19/11,,298.9458125
12/20/11,,297.0370833
12/21/11,,299.8676667
12/22/11,,294.4804583
12/23/11,,288.3135208
12/24/11,,276.9064792
12/25/11,,261.0559583
12/26/11,,289.4417917
12/27/11,,292.2682083
12/28/11,,291.6613958
12/29/11,,289.9445208
12/30/11,,285.9344583
12/31/11,,264.9477083
1/1/12,,245.8464231
1/2/12,,262.6769583
1/3/12,,275.566375
1/4/12,,289.9170833
1/5/12,,294.410125
1/6/12,,294.6635167
1/7/12,,285.8655208
1/8/12,,270.4922208
1/9/12,,298.0465833
1/10/12,,300.8942708
1/11/12,,298.5043125
1/12/12,,273.9919583
1/13/12,,292.9319792
1/14/12,,280.3859583
1/15/12,,278.7888125
1/16/12,,306.0335417
1/17/12,,309.5441667
1/18/12,,310.0294792
1/19/12,,301.119375
1/20/12,,280.9573542
1/21/12,,259.6787292
1/22/12,,241.7470208
1/23/12,,265.0486875
1/24/12,,279.4483125
1/25/12,,278.212875
1/26/12,,281.1355208
1/27/12,,277.2591458
1/28/12,,266.3307083
1/29/12,,256.3000417
1/30/12,,283.4276542
1/31/12,,283.2338333
2/1/12,,289.6434792
2/2/12,,288.4848958
2/3/12,,282.9970417
2/4/12,,264.2657917
2/5/12,,249.017125
2/6/12,,269.4615625
2/7/12,,276.7483958
2/8/12,,279.5425208
2/9/12,,279.4428938
2/10/12,,277.2205
2/11/12,,263.31525
2/12/12,,249.1179375
2/13/12,,268.0757708
2/14/12,,272.0397083
2/15/12,,274.2800833
2/16/12,,274.2781042
2/17/12,,268.2350417
2/18/12,,257.6553146
2/19/12,,241.3931458
2/20/12,,263.3088958
2/21/12,,271.6390417
2/22/12,,278.3011458
2/23/12,,277.8953958
2/24/12,,273.4064167
2/25/12,,264.3857708
2/26/12,,253.95725
2/27/12,,279.46
2/28/12,,284.5382917
2/29/12,,288.3863333
3/1/12,,288.4862708
3/2/12,,292.5375625
3/3/12,,279.231625
3/4/12,,269.9571458
3/5/12,,292.7343125
3/6/12,,305.3458333
3/7/12,,308.0287083
3/8/12,,306.4226458
3/9/12,,305.5659167
3/10/12,,293.8285208
3/11/12,,277.2758913
3/12/12,,314.1164167
3/13/12,,314.8554583
3/14/12,,319.7504375
3/15/12,,311.8460625
3/16/12,,323.8660417
3/17/12,,311.6609583
3/18/12,,303.3865625
3/19/12,,332.450875
3/20/12,,329.7463542
3/21/12,,311.746625
3/22/12,,303.911
3/23/12,,296.7345208
3/24/12,,283.2047917
3/25/12,,263.2440625
3/26/12,,289.5724583
3/27/12,,296.0344583
3/28/12,,287.0363958
3/29/12,,278.4030208
3/30/12,,288.5621875
3/31/12,,273.6276458
4/1/12,,264.3387708
4/2/12,,289.0601458
4/3/12,,287.0645
4/4/12,,268.0224375
4/5/12,,284.4994792
4/6/12,,282.00225
4/7/12,,270.4674167
4/8/12,,256.7909167
4/9/12,,261.5691458
4/10/12,,295.4243958
4/11/12,,294.0876604
4/12/12,,291.5187083
4/13/12,,297.7045417
4/14/12,,283.3151667
4/15/12,,276.5689375
4/16/12,,303.3319792
4/17/12,,304.753125
4/18/12,,298.8730417
4/19/12,,289.8810833
4/20/12,,296.4784792
4/21/12,,288.0086458
4/22/12,,279.3379583
4/23/12,,302.4784792
4/24/12,,314.2105
4/25/12,,312.6552708
4/26/12,,308.301125
4/27/12,,303.1423125
4/28/12,,294.1548125
4/29/12,,287.4321667
4/30/12,,307.3909375
5/1/12,,279.6736667
5/2/12,,306.2585833
5/3/12,,314.4813333
5/4/12,,311.7625
5/5/12,,296.9449167
5/6/12,,282.5877917
5/7/12,,319.4605
5/8/12,,329.6987708
5/9/12,,329.9316042
5/10/12,,320.8449792
5/11/12,,319.3041042
5/12/12,,300.8316875
5/13/12,,286.9921042
5/14/12,,320.2899375
5/15/12,,328.5491875
5/16/12,,323.74975
